title,slug,headline,logo,description,url,doi,platform,start_date,end_date,status,monetary_incentive,publication_incentive,speaking_incentive,other_incentive,file_submission,container_submission,notebook_submission,other_submission
Diabetic Retinopathy Analysis Challenge MICCAI2022,DRAC22,,https://rumc-gcorg-p-public.s3.amazonaws.com/logos/challenge/694/logo_kT1YYna.png,"Diabetic Retinopathy (DR) lesions segmentation, image quality assessment and classification of proliferatived DR (PDR) and non-PDR in ultra-wide optical coherence tomography angiography mosaic (UW-OCTA-M) images",https://drac22.grand-challenge.org/,,Grand Challenge,2022-08-07,,active,False,True,True,FALSE,True,False,FALSE,FALSE
Multi-Modality Abdominal Multi-Organ Segmentation Challenge 2022,AMOS22,,https://rumc-gcorg-p-public.s3.amazonaws.com/logos/challenge/695/AMOS_2022.png,,https://amos22.grand-challenge.org/,,Grand Challenge,2022-10-09,2060-12-31,active,True,True,True,FALSE,True,False,FALSE,FALSE
Surgical Tool Localization in endoscopic videos,SurgToolLoc,,https://rumc-gcorg-p-public.s3.amazonaws.com/logos/challenge/698/grand-challenge_logo.png,,https://surgtoolloc.grand-challenge.org/,,Grand Challenge,2022-08-29,2022-09-08,completed,True,True,False,FALSE,False,True,FALSE,FALSE
Brain shift with Intraoperative Ultrasound - Segmentation tasks,curious2022,,https://rumc-gcorg-p-public.s3.amazonaws.com/logos/challenge/699/CuRIOUS_logo.png,,https://curious2022.grand-challenge.org/,,Grand Challenge,2022-08-15,2022-09-13,completed,False,False,False,FALSE,True,False,FALSE,FALSE
Carotid Vessel Wall Segmentation and Atherosclerosis Diagnosis,vessel-wall-segmentation-2022,,https://rumc-gcorg-p-public.s3.amazonaws.com/logos/challenge/700/%E5%9B%BE%E7%89%871.png,,https://vessel-wall-segmentation-2022.grand-challenge.org/,,Grand Challenge,2022-07-08,2022-08-01,completed,True,True,True,FALSE,True,False,FALSE,FALSE
Cross-Modality Domain Adaptation: Segmentation & Classification,crossmoda2022,,https://rumc-gcorg-p-public.s3.amazonaws.com/logos/challenge/701/squarelogo_2022.png,The CrossMoDA 2022 challenge is the second edition of the first large and multi-class medical dataset for unsupervised cross-modality Domain Adaptation.,https://crossmoda2022.grand-challenge.org/,,Grand Challenge,2022-05-11,,active,False,True,False,FALSE,True,False,FALSE,FALSE
"Multi-site, Multi-Domain Airway Tree Modeling (ATM’22)",ATM22,,https://rumc-gcorg-p-public.s3.amazonaws.com/logos/challenge/702/logo_xqf7twK.png,"Airway segmentation is a crucial step for the analysis of pulmonary diseases including asthma, bronchiectasis, and emphysema. The accurate segmentation based on X-Ray computed tomography (CT) enables the quantitative measurements of airway dimensions and wall thickness, which can reveal the abnormality of patients with chronic obstructive pulmonary disease (COPD). Besides, the extraction of patient-specific airway models from CT images is required for navigatiisted surgery.",https://atm22.grand-challenge.org/,https://doi.org/10.1007/978-3-030-32226-7_24,Grand Challenge,2022-08-17,,active,False,True,True,FALSE,True,False,FALSE,FALSE
FH-PS-AOP challenge,PS-FH-AOP-2023,,https://rumc-gcorg-p-public.s3.amazonaws.com/logos/challenge/703/F2_WDBTbsq.tif,Fetal Head and Pubic Symphysis Segmentation Challenge,https://ps-fh-aop-2023.grand-challenge.org/,https://doi.org/10.1155/2022/5192338,Grand Challenge,2023-03-27,2023-09-20,completed,True,True,False,FALSE,False,True,FALSE,FALSE
Shifts Challenge 2022,shifts,,https://rumc-gcorg-p-public.s3.amazonaws.com/logos/challenge/704/logo_1200.png,"The goal of the Shifts Challenge 2022 is to raise awareness among the research community about the problems of distributional shift, robustness, and uncertainty estimation, and to identify new solutions to address them. The competition will consist of two new tracks:  White Matter Multiple Sclerosis (MS) lesion segmentation in 3D Magnetic Resonance Imaging (MRI) of the brain  and Marine cargo vessel power estimation.",https://shifts.grand-challenge.org/,https://arxiv.org/abs/2206.15407,Grand Challenge,2022-09-15,2024-04-08,completed,False,False,False,FALSE,False,True,FALSE,FALSE
ACMMM MEGC2022: Facial Micro-Expression Grand Challenge,MEGC2022,,https://rumc-gcorg-p-public.s3.amazonaws.com/logos/challenge/705/acmmm2022_logo.png,Spotting Facial Macro- and Micro-Expressions in Long Videos,https://megc2022.grand-challenge.org/,https://doi.org/10.1109/taffc.2016.2573832,Grand Challenge,2022-05-23,,active,False,True,False,FALSE,True,False,FALSE,FALSE
MItosis DOmain Generalization Challenge 2022,MIDOG2022,,https://rumc-gcorg-p-public.s3.amazonaws.com/logos/challenge/706/midog_compact.png,,https://midog2022.grand-challenge.org/,https://doi.org/10.5281/zenodo.6362337,Grand Challenge,2022-08-04,2022-08-30,completed,False,True,False,FALSE,False,True,FALSE,FALSE
Ischemic Stroke Lesion Segmentation Challenge,isles22,,https://rumc-gcorg-p-public.s3.amazonaws.com/logos/challenge/707/Slide1_N1qHO1K.png,,https://isles22.grand-challenge.org/,,Grand Challenge,2022-07-15,2030-12-06,active,False,False,True,FALSE,False,True,FALSE,FALSE
Cell Segmentation in Multi-modality Microscopy Images,NeurIPS22-CellSeg,,https://rumc-gcorg-p-public.s3.amazonaws.com/logos/challenge/708/logo_EOVfhip.PNG,Weakly Supervised Cell Segmentation in Multi-modality High-resolution Microscopy Images,https://neurips22-cellseg.grand-challenge.org/,,Grand Challenge,2023-08-01,,active,False,True,True,FALSE,True,False,FALSE,FALSE
Breast Cancer Immunohistochemical Image Generation Challenge,bci,,https://rumc-gcorg-p-public.s3.amazonaws.com/logos/challenge/711/logo.png,The Breast Cancer Immunohistochemical Image Generation Challenge aims to directly generate IHC-stained breast cancer histopathology images from HE-stained  images.,https://bci.grand-challenge.org/,,Grand Challenge,2022-08-24,,active,False,True,False,FALSE,True,False,FALSE,FALSE
Fully Automated Radiotherapy Treatment Planning Challenge,AUTO-RTP,,https://rumc-gcorg-p-public.s3.amazonaws.com/logos/challenge/713/AUTO-RTP_Logo.png,Evaluating fully automated external beam radiotherapy treatment planning in prostate cancer,https://auto-rtp.grand-challenge.org/,,Grand Challenge,2023-06-05,,active,False,False,True,FALSE,True,False,FALSE,FALSE
Project AIR - commercial AI for bone age prediction on hand XR,pairboneage22,,https://rumc-gcorg-p-public.s3.amazonaws.com/logos/challenge/715/bone-age-hand-xr-logo.png,Head-to-head performance evaluation of commercially available AI products. This challenge shows the results for bone age prediction on hand radiographs on a multicenter dataset (seven centers) from the Netherlands.,https://pairboneage22.grand-challenge.org/,,Grand Challenge,,2024-01-08,completed,False,False,False,FALSE,True,False,FALSE,FALSE
PAIP 2023: TC prediction in pancreatic and colon cancer,2023PAIP,,https://rumc-gcorg-p-public.s3.amazonaws.com/logos/challenge/716/PAIP2023-640.png,Tumor cellularity prediction in pancreatic cancer (supervised learning) and colon cancer (transfer learning),https://2023paip.grand-challenge.org/,,Grand Challenge,2023-02-15,,active,False,True,True,FALSE,True,False,FALSE,FALSE
SNEMI3D: 3D Segmentation of neurites in EM images,SNEMI3D,,https://rumc-gcorg-p-public.s3.amazonaws.com/logos/challenge/717/logo.png,"The challenge is organized in the context of the IEEE International Symposium on Biomedical Imaging, 2013. The old evaluation site (http://brainiac2.snemi3d.org/SNEMI3D/) will be replaced by this one.",https://snemi3d.grand-challenge.org/,,Grand Challenge,,,active,False,True,True,FALSE,True,False,FALSE,FALSE
The Head and Neck Organ-at-Risk CT & MR Segmentation Challenge,HaN-Seg2023,,https://rumc-gcorg-p-public.s3.amazonaws.com/logos/challenge/718/logo.jpg,A semantic multimodal segmentation challenge comprising 30 organs at risk,https://han-seg2023.grand-challenge.org/,,Grand Challenge,2023-03-26,,active,True,False,False,FALSE,False,True,FALSE,FALSE
Endometrial Carcinoma Detection in Pipelle biopsies,ENDO-AID,,https://rumc-gcorg-p-public.s3.amazonaws.com/logos/challenge/719/logo-challenge.png,"Evaluation platform as reference benchmark for algorithms that can predict endometrial carcinoma on whole-slide images of Pipelle sampled endometrial slides stained in H&E, based on the test data set used in our project.",https://endo-aid.grand-challenge.org/,,Grand Challenge,,,active,False,False,False,FALSE,True,False,FALSE,FALSE
Robust Non-rigid Registration Challenge for Expansion Microscopy,RnR-ExM,,https://rumc-gcorg-p-public.s3.amazonaws.com/logos/challenge/720/RnR-ExM_Logo.png,,https://rnr-exm.grand-challenge.org/,,Grand Challenge,2023-02-17,2028-03-16,active,False,True,True,FALSE,True,False,FALSE,FALSE
Xray Projectomic Reconstruction Extracting Segment with Skeleton,XPRESS,,https://rumc-gcorg-p-public.s3.amazonaws.com/logos/challenge/721/XPRESS_logo_sq2-01.png,,https://xpress.grand-challenge.org/,,Grand Challenge,2023-02-06,,active,False,True,False,FALSE,True,False,FALSE,FALSE
autoPET-II,autoPET-II,,https://rumc-gcorg-p-public.s3.amazonaws.com/logos/challenge/722/autopet-5.png,Automated Lesion Segmentation in PET/CT - Domain Generalization,https://autopet-ii.grand-challenge.org/,,Grand Challenge,2023-02-28,2023-09-24,completed,True,True,True,FALSE,False,True,FALSE,FALSE
ToothFairy: Cone-Beam Computed Tomography Segmentation Challenge,toothfairy,,https://rumc-gcorg-p-public.s3.amazonaws.com/logos/challenge/723/logo.jpg,"This is the first edition of the ToothFairy challenge organized by the University of Modena and Reggio Emilia with the collaboration of Raudboud University. This challenge aims at pushing the development of deep learning frameworks to segment the Inferior Alveolar Canal (IAC) by incrementally extending the amount of publicly available 3D-annotated Cone Beam Computed Tomography (CBCT) scans.  CBCT modality is becoming increasingly important for treatment planning and diagnosis in implant dentistry and maxillofacial surgery. The three-dimensional information acquired with CBCT can be crucial to plan a vast number of surgical interventions with the aim of preserving noble anatomical structures such as the Inferior Alveolar Canal (IAC), which contains the homonymous nerve (Inferior Alveolar Nerve, IAN).  Deep learning models can support medical personnel in surgical planning procedures by providing a voxel-level segmentation of the IAN automatically extracted from CBCT scans.",https://toothfairy.grand-challenge.org/,,Grand Challenge,2023-06-30,,active,True,True,True,FALSE,False,True,FALSE,FALSE
SPIDER,spider,,https://rumc-gcorg-p-public.s3.amazonaws.com/logos/challenge/724/SPIDER_logo_square_jsl2NDu.png,,https://spider.grand-challenge.org/,,Grand Challenge,2023-07-26,2027-12-31,active,False,False,False,FALSE,False,True,FALSE,FALSE
LNQ2023,LNQ2023,,https://rumc-gcorg-p-public.s3.amazonaws.com/logos/challenge/725/LNQ-square.png,"Accurate lymph node size estimation is critical for staging cancer patients, initial therapeutic management, and in longitudinal scans, assessing response to therapy. Current standard practice for quantifying lymph node size is based on a variety of criteria that use unidirectional or bidirectional measurements on just one or a few nodes, typically on just one axial slice. But humans have hundreds of lymph nodes, any number of which may be enlarged to various degrees due to disease or immune response. While a normal lymph node may be approximately 5mm in diameter, a diseased lymph node may be several cm in diameter. The mediastinum, the anatomical area between the lungs and around the heart, may contain ten or more lymph nodes, often with three or more enlarged greater than 1cm. Accurate segmentation in 3D would provide more information to evaluate lymph node disease.",https://lnq2023.grand-challenge.org/,,Grand Challenge,2023-05-01,2023-09-30,completed,True,False,False,FALSE,True,True,FALSE,FALSE
ARCADE-MICCAI2023,ARCADE,,https://rumc-gcorg-p-public.s3.amazonaws.com/logos/challenge/726/aRCADE__1.jpg,,https://arcade.grand-challenge.org/,,Grand Challenge,2023-06-07,2023-09-20,completed,False,True,False,FALSE,True,True,FALSE,FALSE
Ultrasound Image Enhancement challenge 2023,UltrasoundEnhance2023,,https://rumc-gcorg-p-public.s3.amazonaws.com/logos/challenge/727/logo.png,,https://ultrasoundenhance2023.grand-challenge.org/,,Grand Challenge,2023-07-10,2023-08-31,completed,False,True,True,FALSE,True,False,FALSE,FALSE
SEG.A.  - Segmentation of the Aorta,MultiCenterAorta,,https://rumc-gcorg-p-public.s3.amazonaws.com/logos/challenge/729/logo_final_miccai.jpg,"Segmentation, modeling and visualization of the arterial tree are still a challenge in medical image analysis. The main track of this challenge deals with the fully automatic segmentation of the aortic vessel tree in computed tomography images. Optionally, teams can submit tailored solutions for meshing and visualization of the vessel tree.",https://multicenteraorta.grand-challenge.org/,https://doi.org/10.1016/j.media.2020.101773,Grand Challenge,2023-06-15,2023-08-15,completed,False,True,True,FALSE,False,True,FALSE,FALSE
Surgical Planning in Pediatric Neuroblastoma,SPPIN,,https://rumc-gcorg-p-public.s3.amazonaws.com/logos/challenge/730/SPINN_Logo_SB_2023_03_11-09_TnwZJgK.png,,https://sppin.grand-challenge.org/,,Grand Challenge,2023-08-10,2023-09-01,completed,True,True,False,FALSE,False,True,FALSE,FALSE
Foundation Model Prompting for Medical Image Classification,MedFM2023,,https://rumc-gcorg-p-public.s3.amazonaws.com/logos/challenge/731/logo640.png,The primary objective of this challenge is to promote the development and evaluation of model adaptation techniques for medical image classification to leverage the existing foundation models.,https://medfm2023.grand-challenge.org/,,Grand Challenge,2023-07-14,2033-10-15,active,True,True,True,FALSE,True,False,FALSE,FALSE
DENTEX - MICCAI23,DENTEX,,https://rumc-gcorg-p-public.s3.amazonaws.com/logos/challenge/732/logo_diseased.png,Dental Enumeration and Diagnosis on Panoramic X- rays Challenge,https://dentex.grand-challenge.org/,https://arxiv.org/abs/2303.06500,Grand Challenge,2023-04-30,2023-09-01,completed,False,True,True,FALSE,True,True,FALSE,FALSE
Topology-Aware Anatomical Segmentation of the Circle of Willis,TopCoW23,,https://rumc-gcorg-p-public.s3.amazonaws.com/logos/challenge/733/TopCow_logo.jpg,Segment the Circle of Willis (CoW) vessel components for both CTA and MRA,https://topcow23.grand-challenge.org/,https://arxiv.org/abs/2312.17670,Grand Challenge,2023-08-27,2023-10-25,completed,False,True,True,FALSE,False,True,FALSE,FALSE
SegRap 2023,SegRap2023,,https://rumc-gcorg-p-public.s3.amazonaws.com/logos/challenge/734/segrap-logo_cLCSrpZ.png,"A segmentation challenge with 200 patients (two modalities of CT images, 45 OARs and 2 GTVs).",https://segrap2023.grand-challenge.org/,,Grand Challenge,2023-07-09,2023-09-13,completed,True,True,True,FALSE,False,True,FALSE,FALSE
Low-dose Computed Tomography Perceptual Image Quality Assessment,LDCTIQAC2023,,https://rumc-gcorg-p-public.s3.amazonaws.com/logos/challenge/735/IQA_logo_3io1BcW.png,,https://ldctiqac2023.grand-challenge.org/,,Grand Challenge,2023-04-19,2023-07-28,completed,False,False,False,FALSE,False,True,FALSE,FALSE
CL-Detection 2023,CL-Detection2023,,https://rumc-gcorg-p-public.s3.amazonaws.com/logos/challenge/737/logo.png,Cephalometric landmark detection in lateral x-ray images,https://cl-detection2023.grand-challenge.org/,https://doi.org/10.1016/j.media.2016.02.004,Grand Challenge,2023-05-31,2023-08-15,completed,True,True,True,FALSE,False,True,FALSE,FALSE
Endoscopic surgical tool localization using tool presence labels,surgtoolloc23,,https://rumc-gcorg-p-public.s3.amazonaws.com/logos/challenge/738/grand-challenge_logo_2023.png,,https://surgtoolloc23.grand-challenge.org/,,Grand Challenge,2023-06-29,2023-09-20,completed,True,True,True,FALSE,False,True,FALSE,FALSE
OCELOT 2023: Cell Detection from Cell-Tissue Interaction,OCELOT2023,,https://rumc-gcorg-p-public.s3.amazonaws.com/logos/challenge/739/gc_loco_XeBK92j.png,,https://ocelot2023.grand-challenge.org/,https://arxiv.org/abs/2303.13110,Grand Challenge,2023-06-04,2023-08-04,completed,True,True,False,FALSE,False,True,FALSE,FALSE
Project AIR - commercial AI for lung nodule detection on CXR,pairlungnodulexr22,,https://rumc-gcorg-p-public.s3.amazonaws.com/logos/challenge/741/lung-nodules-cxr-logo.png,Head-to-head performance evaluation of commercially available AI products. This challenge shows the results for lung nodule detection on chest radiographs on a multicenter dataset (seven centers) from the Netherlands.,https://pairlungnodulexr22.grand-challenge.org/,,Grand Challenge,,2024-01-08,completed,False,False,False,FALSE,True,False,FALSE,FALSE
The Trauma THOMPSON Challenge,THOMPSON-Challenge,,https://rumc-gcorg-p-public.s3.amazonaws.com/logos/challenge/742/ttlog_black_-_Copy.png,,https://thompson-challenge.grand-challenge.org/,,Grand Challenge,2023-09-01,,completed,True,True,True,FALSE,True,False,FALSE,FALSE
Hypoxic Ischemic Encephalopathy Lesion Segmentation Challenge,BONBID-HIE2023,,https://rumc-gcorg-p-public.s3.amazonaws.com/logos/challenge/743/hie.png,,https://bonbid-hie2023.grand-challenge.org/,,Grand Challenge,2023-07-01,2023-09-21,completed,False,True,True,FALSE,True,True,FALSE,FALSE
CHAIMELEON Open Challenges,CHAIMELEON,,https://rumc-gcorg-p-public.s3.amazonaws.com/logos/challenge/744/Logo_Grand_Challenge_-_2.png,A unique opportunity for scientists to advance cancer research with AI. The CHAIMELEON Open Challenges invites participants to collaborate to develop and train new AI-powered solutions driving innovation in cancer diagnosis and treatment.,https://chaimeleon.grand-challenge.org/,,Grand Challenge,2023-11-02,2024-03-15,completed,True,True,False,FALSE,True,True,FALSE,FALSE
Head and Neck Tumor Segmentation for MR-Guided Applications,HNTSMRG24,,https://rumc-gcorg-p-public.s3.amazonaws.com/logos/challenge/745/logo_v0.png,This challenge focuses on developing algorithms to automatically segment head and neck cancer gross tumor volumes on multi-timepoint MRI,https://hntsmrg24.grand-challenge.org/,,Grand Challenge,,,completed,False,False,False,FALSE,False,True,FALSE,FALSE
PANORAMA,PANORAMA,,https://rumc-gcorg-p-public.s3.amazonaws.com/logos/challenge/746/PANORAMA_logo_squared.png,Artificial Intelligence and Radiologists at Pancreatic Cancer Diagnosis in CT,https://panorama.grand-challenge.org/,,Grand Challenge,2024-04-22,,active,False,False,False,FALSE,False,True,FALSE,FALSE
Universal Lesion Segmentation Challenge '23,ULS23,,https://rumc-gcorg-p-public.s3.amazonaws.com/logos/challenge/747/ULS23_logo_aoB8tlx.png,,https://uls23.grand-challenge.org/,,Grand Challenge,2024-01-31,,active,False,False,False,FALSE,False,True,FALSE,FALSE
Justified Referral in AI Glaucoma Screening,JustRAIGS,,https://rumc-gcorg-p-public.s3.amazonaws.com/logos/challenge/749/Logo_XlR2vwf.png,,https://justraigs.grand-challenge.org/,,Grand Challenge,2024-01-08,2024-04-27,completed,False,False,False,FALSE,False,True,FALSE,FALSE
Light My Cells : Bright Field to Fluorescence Imaging Challenge,lightmycells,,https://rumc-gcorg-p-public.s3.amazonaws.com/logos/challenge/750/logo_light_my_cells.png,Join the Light My Cells France-Bioimaging challenge! Enhance biology and microscopy by contributing to the development of new image-to-image deep labelling methods. The task: predict the best-focused output images of several fluorescently labelled organelles from label-free transmitted light input images. Dive into the future of imaging with us! 🌐🔬 #LightMyCellsChallenge,https://lightmycells.grand-challenge.org/,,Grand Challenge,2024-03-15,2024-04-20,completed,False,False,False,FALSE,False,True,FALSE,FALSE
Diminished Reality for Emerging Applications in Medicine,DREAMING,,https://rumc-gcorg-p-public.s3.amazonaws.com/logos/challenge/752/isbi_dreaming_logo_gc.png,"The Diminished Reality for Emerging Applications in Medicine through Inpainting (DREAMING) challenge seeks to pioneer the integration of Diminished Reality (DR) into oral and maxillofacial surgery. While Augmented Reality (AR) has been extensively explored in medicine, DR remains largely uncharted territory. DR involves virtually removing real objects from the environment by replacing them with their background. Recent inpainting methods present an opportunity for real-time DR applications without scene knowledge. DREAMING focuses on implementing such methods to fill obscured regions in surgery scenes with realistic backgrounds, emphasizing the complex facial anatomy and patient diversity. The challenge provides a dataset of synthetic yet photorealistic surgery scenes featuring humans, simulating an operating room setting. Participants are tasked with developing algorithms that seamlessly remove disruptions caused by medical instruments and hands, offering surgeons an unimpeded view of the operative site.",https://dreaming.grand-challenge.org/,,Grand Challenge,2024-02-18,2024-05-08,completed,False,False,False,FALSE,False,True,FALSE,FALSE
Abdominal Circumference Operator-agnostic UltraSound measurement,ACOUSLIC-AI,,https://rumc-gcorg-p-public.s3.amazonaws.com/logos/challenge/753/acouslicai-logo_tjZmpqL.png,,https://acouslic-ai.grand-challenge.org/,,Grand Challenge,2024-05-05,2024-07-31,active,False,False,False,FALSE,False,True,FALSE,FALSE
The LEOPARD Challenge,LEOPARD,,https://rumc-gcorg-p-public.s3.amazonaws.com/logos/challenge/754/logo.png,,https://leopard.grand-challenge.org/,,Grand Challenge,2024-05-28,,active,False,False,False,FALSE,False,True,FALSE,FALSE
AutoPET III,AutoPET-III,,https://rumc-gcorg-p-public.s3.amazonaws.com/logos/challenge/755/autopet-2024.png,,https://autopet-iii.grand-challenge.org/,,Grand Challenge,2024-06-30,2024-09-15,upcoming,False,False,False,FALSE,False,True,FALSE,FALSE
AI4Life Microscopy Denoising Challenge,AI4Life-MDC24,,https://rumc-gcorg-p-public.s3.amazonaws.com/logos/challenge/756/Challenge_square.png,"Wellcome to AI4Life-MDC24! In this challenge, we want to focus on an unsupervised denoising of microscopy images. By participating, researchers can contribute to a critical area of scientific research, aiding in interpreting microscopy images and potentially unlocking discoveries in biology and medicine.",https://ai4life-mdc24.grand-challenge.org/,,Grand Challenge,,2024-06-30,active,False,False,False,FALSE,False,True,FALSE,FALSE
Ischemic Stroke Lesion Segmentation Challenge 2024,ISLES-24,,https://rumc-gcorg-p-public.s3.amazonaws.com/logos/challenge/757/ISLES24_1_c8Cz4NN.png,,https://isles-24.grand-challenge.org/,,Grand Challenge,2024-06-15,2024-08-15,upcoming,False,False,False,FALSE,False,True,FALSE,FALSE
Surgical Visual Understanding,surgvu24,,https://rumc-gcorg-p-public.s3.amazonaws.com/logos/challenge/758/grand-challenge_logo_2024.png,,https://surgvu24.grand-challenge.org/,,Grand Challenge,2024-08-05,2024-09-10,upcoming,False,False,False,FALSE,False,True,FALSE,FALSE
ToothFairy2: Multi-Structure Segmentation in CBCT Volumes,ToothFairy2,,https://rumc-gcorg-p-public.s3.amazonaws.com/logos/challenge/759/GrandChallenge-Logo.png,This is the second edition of the ToothFairy challenge organized by the University of Modena and Reggio Emilia with the collaboration of Radboud University Medical Center. The challenge is hosted by grand-challenge and is part of MICCAI2024.,https://toothfairy2.grand-challenge.org/,,Grand Challenge,2024-06-30,2024-08-16,upcoming,False,False,False,FALSE,False,True,FALSE,FALSE
Pelvic Bone Fragments with Injuries Segmentation Challenge,PENGWIN,,https://rumc-gcorg-p-public.s3.amazonaws.com/logos/challenge/760/PENGWIN_qZTjVoC.jpg,Pelvic fracture segmentation in CT and X-ray,https://pengwin.grand-challenge.org/,,Grand Challenge,2024-05-14,2024-07-31,active,False,False,False,FALSE,False,True,FALSE,FALSE
Multi-Class Segmentation of Aortic Branches and Zones in CTA,AortaSeg24,,https://rumc-gcorg-p-public.s3.amazonaws.com/logos/challenge/761/Grand_Challenge_Logo.png,3D Segmentation of Aortic Branches and Zones on Computed Tomography Angiography (CTA),https://aortaseg24.grand-challenge.org/,,Grand Challenge,2024-06-06,2024-08-16,active,False,False,False,FALSE,False,True,FALSE,FALSE
Automated Identification of Mod-Sev TBI Lesions,AIMS-TBI,,https://rumc-gcorg-p-public.s3.amazonaws.com/logos/challenge/762/AIMS-TBI_logo_G50gkm9.png,,https://aims-tbi.grand-challenge.org/,,Grand Challenge,2024-05-25,2024-08-16,active,False,False,False,FALSE,False,True,FALSE,FALSE
TopCoW 2024 Challenge,topcow24,,https://rumc-gcorg-p-public.s3.amazonaws.com/logos/challenge/763/TopCow24_Logo_V3.png,"Segment, classify, and detect the Circle of Willis (CoW) for both CTA and MRA",https://topcow24.grand-challenge.org/,https://arxiv.org/abs/2312.17670,Grand Challenge,,,completed,False,False,False,FALSE,False,False,FALSE,FALSE
Self-supervised learning for 3D light-sheet microscopy image seg,SELMA3D,,https://rumc-gcorg-p-public.s3.amazonaws.com/logos/challenge/766/logo_v2_AkZJGQC.jpg,,https://selma3d.grand-challenge.org/,,Grand Challenge,,,completed,False,False,False,FALSE,False,True,FALSE,FALSE
Cross-Organ and Cross-Scanner Adenocarcinoma Segmentation,COSAS,,https://rumc-gcorg-p-public.s3.amazonaws.com/logos/challenge/767/COSAS-SQ.png,,https://cosas.grand-challenge.org/,,Grand Challenge,2024-07-17,2024-09-03,upcoming,False,False,False,FALSE,False,True,FALSE,FALSE
Calibration and Uncertainty for multiRater Volume Assessment in,CURVAS,,https://rumc-gcorg-p-public.s3.amazonaws.com/logos/challenge/769/image_1_XAXhFzC.png,,https://curvas.grand-challenge.org/,,Grand Challenge,,,completed,False,False,False,FALSE,False,True,FALSE,FALSE
MONKEY challenge: Detection of inflammation in kidney biopsies,MONKEY,,https://rumc-gcorg-p-public.s3.amazonaws.com/logos/challenge/771/logo-monkey.png,MONKEY (Machine-learning for Optimal detection of iNflammatory cells in KidnEY),https://monkey.grand-challenge.org/,,Grand Challenge,,,completed,False,False,False,FALSE,False,False,FALSE,FALSE
