"id","slug","name","headline","description","avatar_url","website_url","status","platform","doi","start_date","end_date","created_at","updated_at"
"217","iclr-computational-geometry-and-topology-challenge-2021","ICLR Computational Geometry & Topology Challenge 2021","Advancing computational geometry and topology with python","The purpose of this challenge is to push forward the fields of computational differential geometry and topology, by creating the best data analysis, computational method, or numerical experiment relying on state-of-the-art geometric and topological Python packages.","","https://github.com/geomstats/challenge-iclr-2021","completed","\N","https://doi.org/10.48550/arXiv.2108.09810","\N","2021-05-02","2023-09-13 17:02:12","2023-10-19 23:28:44"
"218","genedisco-challenge","GeneDisco Challenge","Exploring experimental design with active learning for genetics","The GeneDisco challenge is a machine learning community challenge for evaluating batch active learning algorithms for exploring the vast experimental design space in genetic perturbation experiments. Genetic perturbation experiments, using for example CRISPR technologies to perturb the genome, are a vital component of early-stage drug discovery, including target discovery and target validation. The GeneDisco challenge is organized in conjunction with the Machine Learning for Drug Discovery workshop at ICLR-22.","","https://www.gsk.ai/genedisco-challenge/","completed","16","https://doi.org/10.48550/arXiv.2110.11875","2022-01-31","2022-03-31","2023-09-13 17:20:30","2023-10-19 23:32:43"
"219","hidden-treasures-warm-up","Hidden Treasures: Warm Up","Assess genome sequencing software accuracy with unknown variants","In the context of human genome sequencing, software pipelines typically involve a wide range of processing elements, including aligning sequencing reads to a reference genome and subsequently identifying variants (differences). One way of assessing the performance of such pipelines is by using well-characterized datasets such as Genome in a Bottle’s NA12878. However, because the existing NGS reference datasets are very limited and have been widely used to train/develop software pipelines, benchmarking of pipeline performance would ideally be done on samples with unknown variants.  This challenge will provide a unique opportunity for participants to investigate the accuracy of their pipelines by testing the ability to find in silico injected variants in FASTQ files from exome sequencing of reference cell lines. It will be a warm up for the community ahead of a more difficult in silico challenge to come in the fall. This challenge will provide users with a FASTQ file of a NA12878 se...","","https://precision.fda.gov/challenges/1","completed","6","","2017-07-17","2017-09-13","2023-09-13 23:31:39","2023-10-12 17:55:23"
"220","data-management-and-graph-extraction-for-large-models-in-the-biomedical-space","Data management and graph extraction for large models in the biomedical space","Advancing biomedical knowledge graphs","This fall, CMU Libraries is hosting a hackathon in partnership with DNAnexus on the topic of data management and graph extraction for large models in the biomedical space. The hackathon will be held in person at CMU, October 19-21, 2023.  The hackathon is a collaborative, rather than competitive, event, with each team working on a dedicated part of the problem. The teams will be focused on the following topics-1) Knowledge graph-based validation for variant (genomic) assertions; 2) Continuous monitoring for RLHF and flexible infrastructure for layering assertions with rollback; 3) Flexible tokenization of complex data types; 4) Assertion tracking in large models; 5) Column headers for data harmonization.  The outputs are often published as preprints or on the F1000 hackathon channel.  Contact Ben Busby (bbusby@dnanexus.com) with any questions about the hackathon or serving as a team lead.","","https://library.cmu.edu/about/news/2023-08/hackathon-2023","completed","\N","","2023-10-19","2023-10-21","2023-09-13 23:32:59","2023-11-14 19:36:32"
"221","cagi2-asthma-twins","CAGI2: Asthma discordant monozygotic twins","Identify genetic differences between asthmatic and healthy twins","The dataset includes whole genomes of 8 pairs of discordant monozygotic twins (randomly numbered from 1 to 16) that is, in each pair identical twins one has asthma and one does not. In addition, RNA sequencing data for each individual is provided. One of the twins in each pair suffers from asthma while the other twin is healthy.","","https://genomeinterpretation.org/cagi2-asthma-twins.html","completed","\N","","\N","2011-10-06","2023-09-28 18:19:48","2023-10-12 18:11:42"
"222","cagi4-bipolar","CAGI4: Bipolar disorder","Predicting bipolar disorder from exome data","Bipolar disorder (BD) is a serious mental illness characterized by recurrent episodes of manias and depression, which are syndromes of abnormal mood, thinking and behavior. It affects 1.0-4.5% of the population [1], and it is among the major causes of disability worldwide. This challenge involved the prediction of which of a set of individuals have been diagnosed with bipolar disorder, given exome data. 500 of the 1000 exome samples were provided for training.","","https://genomeinterpretation.org/cagi4-bipolar.html","completed","\N","","\N","2016-04-04","2023-09-28 18:19:48","2023-09-28 18:25:17"
"223","cagi3-brca","CAGI3: BRCA1 & BRCA2","Assess hereditary cancer risk via BRCA gene analysis","In normal cells, the BRCA1 and BRCA2 genes are involved in homologous recombination for double strand break repair and ensure the stability of a cell's genetic material. Mutations in these genes have been linked to development of breast and ovarian cancer. Myriad Genetics created the BRACAnalysis test in order to assess a woman’s risk of developing hereditary breast or ovarian cancer based on detection of mutations in the BRCA1 and BRCA2 genes. This test has become the standard of care in identification of individuals with hereditary breast and ovarian cancer (HBOC) syndrome. It is based on proprietary methods.","","https://genomeinterpretation.org/cagi3-brca.html","completed","\N","","\N","2013-04-25","2023-09-28 18:19:48","2023-10-19 23:32:48"
"224","cagi2-breast-cancer-pkg","CAGI2: Breast cancer pharmacogenomics","Exploring CHEK2 as a candidate gene for cancer susceptibility","Cell-cycle-checkpoint kinase 2 (CHEK2; OMIM #604373) is a protein that plays an important role in the maintenance of genome integrity and in the regulation of the G2/M cell cycle checkpoint. CHEK2 has been shown to interact with other proteins involved in DNA repair processes such as BRCA1 and TP53. These findings render CHEK2 an 23 attractive candidate susceptibility gene for a variety of cancers.","","https://genomeinterpretation.org/cagi2-breast-cancer-pkg.html","completed","\N","","\N","2011-10-06","2023-09-28 18:19:48","2023-10-12 17:46:22"
"225","cagi4-2eqtl","CAGI4: eQTL causal SNPs","Identify regulatory variants causing gene expression differences","Identifying the causal alleles responsible for variation in expression of human genes has been particularly difficult. This is an important problem, as genome-wide association studies (GWAS) suggest that much of the variation underlying common traits and diseases maps within regions of the genome that do not encode protein. A massively parallel reporter assay (MPRA) has been applied to thousands of single nucleotide polymorphisms (SNPs) and small insertion/deletion polymorphisms in linkage disequilibrium (LD) with cis-expression quantitative trait loci (eQTLs). The results identify variants showing differential expression between alleles. The challenge is to identify the regulatory sequences and the expression-modulating variants (emVars) underlying each eQTL and estimate their effects in the assay.","","https://genomeinterpretation.org/cagi4-2eqtl.html","completed","\N","","\N","2016-04-04","2023-09-28 18:19:48","2023-09-29 3-58-33"
"226","cagi1-cbs","CAGI1: CBS","Seeking to understand CBS enzyme function in cysteine production","CBS is a vitamin-dependent enzyme involved in cysteine biosynthesis. The human CBS requires two cofactors for function, vitamin B6 and heme. Homocystinuria due to CBS deficiency (OMIM #236200) is a recessive inborn error of sulfur amino acid metabolism.","","https://genomeinterpretation.org/cagi1-cbs.html","completed","\N","","\N","2010-12-10","2023-09-28 18:19:48","2023-10-12 17:46:07"
"227","cagi2-cbs","CAGI2: CBS","Developing treatment for homocystinuria caused by cbs deficiency","CBS is a vitamin-dependent enzyme involved in cysteine biosynthesis. The human CBS requires two cofactors for function, vitamin B6 and heme. Homocystinuria due to CBS deficiency (OMIM #236200) is a recessive inborn error of sulfur amino acid metabolism.","","https://genomeinterpretation.org/cagi2-cbs.html","completed","\N","","\N","2011-10-06","2023-09-28 18:19:48","2023-11-15 22:46:32"
"228","cagi1-chek2","CAGI1: CHEK2","Variants in the ATM & CHEK2 genes are associated with breast cancer","Predictors will be provided with 41 rare missense, nonsense, splicing, and indel variants in CHEK2.","","https://genomeinterpretation.org/cagi1-chek2.html","completed","\N","","\N","2010-12-10","2023-09-28 18:19:48","2023-10-19 23:32:57"
"229","cagi3-fch","CAGI3: FCH","Seeking to understand genetic basis of common hyperlipidemia disorder","Familial combined hyperlipidemia (FCH; OMIM 14380) the most prevalent hyperlipidemia, is a complex metabolic disorder characterized by variable occurrence of elevated low-density lipoprotein cholesterol (LDL-C) level and high triglycerides (TG)—a condition that is commonly associated with coronary artery disease (CAD).","","https://genomeinterpretation.org/cagi3-fch.html","completed","\N","","\N","2013-04-25","2023-09-28 18:19:48","2023-11-01 22:26:44"
"230","cagi3-ha","CAGI3: HA","Raising HDL levels to reduce heart disease risk","Hypoalphalipoproteinemia (HA; OMIM #604091) is characterized by severely decreased serum high-density lipoprotein cholesterol (HDL-C) levels and low apolipoprotein A1 (APOA1). Low HDL-C is a risk factor for coronary artery disease.","","https://genomeinterpretation.org/cagi3-ha.html","completed","\N","","\N","2013-04-25","2023-09-28 18:19:48","2023-11-15 22:46:55"
"231","cagi2-croshn-s","CAGI2: Crohn's disease","Seeking genes linked to Crohn's, an inflammatory bowel disease","Crohn's disease (CD [MIM 266600]) a form of inflammatory bowel disease (IBD) is a complex genetic disorder characterized by chronic relapsing inflammation that can involve any part of the gastrointestinal tract.","","https://genomeinterpretation.org/cagi2-croshn-s.html","completed","\N","","\N","2011-10-06","2023-09-28 18:19:48","2023-11-15 22:46:26"
"232","cagi3-crohn-s","CAGI3: Crohn's disease","Understanding the genetics behind Crohn's disease","Crohn's disease (CD [MIM 266600]) a form of inflammatory bowel disease (IBD) is a complex genetic disorder characterized by chronic relapsing inflammation that can involve any part of the gastrointestinal tract.","","https://genomeinterpretation.org/cagi3-crohn-s.html","completed","\N","","\N","2013-04-25","2023-09-28 18:19:48","2023-11-15 22:46:27"
"233","cagi4-chron-s-exome","CAGI4: Crohn's exomes","Seeking to understand genetic basis of Crohn's bowel disease","Crohn's disease (CD [MIM 266600]) a form of inflammatory bowel disease (IBD) is a complex genetic disorder characterized by chronic relapsing inflammation that can involve any part of the gastrointestinal tract.","","https://genomeinterpretation.org/cagi4-chron-s-exome.html","completed","\N","","\N","2016-04-04","2023-09-28 18:19:48","2023-11-15 22:46:23"
"234","cagi4-hopkins","CAGI4: Hopkins clinical panel","Exonic sequences of 83 genes linked to 14 diseases analyzed","The Johns Hopkins challenge, provided by the Johns Hopkins DNA Diagnostic Laboratory (http://www.hopkinsmedicine.org/dnadiagnostic), comprised of exonic sequence for 83 genes associated with one of 14 disease classes, including 5 decoys","","https://genomeinterpretation.org/cagi4-hopkins.html","completed","\N","","\N","2016-04-04","2023-09-28 18:19:48","2023-10-12 17:45:27"
"235","cagi2-mouse-exomes","CAGI2: Mouse exomes","Predict causative variants from exome sequencing data","Predictors were given SNVs and indels found from exome sequencing. Causative variants had been identified for the L11Jus74 and Sofa phenotypes by the use of traditional breeding crosses,47 and the predictions were compared to these results, which were unpublished at the time of the CAGI submissions. The L11Jus74 phenotype is caused by two SNVs (chr11-102258914A> and chr11-77984176A>T), whereas a 15-nucleotide deletion in the Pfas gene is responsible for the Sofa phenotype. The predictions for Frg and Stn phenotypes could not be compared to experimental data, as the causative variants could not successfully be mapped by linkage","","https://genomeinterpretation.org/cagi2-mouse-exomes.html","completed","\N","","\N","2011-10-06","2023-09-28 18:19:48","2023-10-12 17:45:19"
"236","cagi3-mrn-mre11","CAGI3: MRE11","Genomes are subject to constant threat by damaging agents that generate dna","Predict probability of pathogenicity (a number between 0 and 1) for individual rare variants of MRE11 and NBS1.","","https://genomeinterpretation.org/cagi3-mrn.html","completed","\N","","\N","2013-04-25","2023-09-28 18:19:48","2023-11-15 22:47:19"
"237","cagi4-naglu","CAGI4: NAGLU","Predicting enzymatic activity of NAGLU mutants","NAGLU is a lysosomal glycohydrolyase. Deficiency of NAGLU causes the rare disorder Mucopolysaccharidosis IIIB or Sanfilippo B disease. Naturally occurring NAGLU mutants have been assayed for enzymatic activity in transfected cell lysates. The challenge is to predict the fractional activity of each mutant protein compared to the wild-type enzyme.","","https://genomeinterpretation.org/cagi4-naglu.html","completed","\N","","\N","2016-04-04","2023-09-28 18:19:48","2023-11-15 22:47:24"
"238","cagi4-npm-alk","CAGI4: NPM: ALK","Predicting kinase activity of NPM-ALK fusion mutants","NPM-ALK is a fusion protein in which the ALK tyrosine kinase is constitutively activated, contributing to cancer. NPM-ALK constructs with mutations in the kinase domain have been assayed in extracts of transfected cells. The challenge is to predict the kinase activity and the Hsp90 binding affinity of the mutant proteins relative to the reference NPM-ALK fusion protein.","","https://genomeinterpretation.org/cagi4-npm-alk.html","completed","\N","","\N","2016-04-04","2023-09-28 18:19:48","2023-11-15 22:47:32"
"239","cagi3-mrn-nbs1","CAGI3: NBS1","Predicting Pathogenicity of Rare MRE11 and NBS1 Variants","Predict probability of pathogenicity (a number between 0 and 1) for individual rare variants of MRE11 and NBS1.","","https://genomeinterpretation.org/cagi3-mrn.html","completed","\N","","\N","2013-04-25","2023-09-28 18:19:48","2023-10-16 18:38:55"
"240","cagi3-p16","CAGI3: p16","Assessing p16 protein variants' effects on cell growth","Evaluate how different variants of p16 protein impact its ability to block cell proliferation.","","https://genomeinterpretation.org/cagi3-p16.html","completed","\N","","\N","2013-04-25","2023-09-28 18:19:48","2023-10-20 23:28:57"
"241","cagi2-p53","CAGI2: p53 reactivation","Predictors are asked to submit predictions on the effect of the cancer rescue","The transcription factor p53 is a central tumor suppressor protein that controls DNA repair, cell cycle arrest, and apoptosis (programmed cell death). About half of human cancers have p53 mutations that inactivate p53. Over 250,000 US deaths yearly are due to tumors that express full-length p53 that has been inactivated by a single point mutation. For the past several years, the group of Rick Lathrop at University of California, Irvine, has been engaged in a complete functional census of p53 second-site suppressor (“cancer rescue”) mutations. These cancer rescue mutations are additional amino acids changes (to otherwise cancerous p53 mutations), which have been found to rescue p53 tumor suppressor function, reactivating otherwise inactive p53. These intragenic rescue mutations reactivate cancer mutant p53 in yeast and human cell assays by providing structural changes that compensate for the cancer mutation.","","https://genomeinterpretation.org/cagi2-p53.html","completed","\N","","\N","2011-10-06","2023-09-28 18:19:48","2023-10-20 23:28:58"
"242","cagi1-pgp","CAGI1: PGP","CAGI challenges utilizing public genomic and phenotypic data resources","Participants in the project make their full sequence and phenotypic profile data publicly available. The four CAGI challenges were based on prerelease samples from this resource.","","https://genomeinterpretation.org/cagi1-pgp.html","completed","\N","","\N","2010-12-10","2023-09-28 18:19:48","2023-09-27 21:05:22"
"243","cagi2-pgp","CAGI2: PGP","CAGI challenges utilizing public genomic and phenotypic data resources","Participants in the project make their full sequence and phenotypic profile data publicly available. The four CAGI challenges were based on prerelease samples from this resource.","","https://genomeinterpretation.org/cagi2-pgp.html","completed","\N","","\N","2011-10-06","2023-09-28 18:19:48","2023-09-27 21:05:23"
"244","cagi3-pgp","CAGI3: PGP","CAGI challenges utilizing public genomic and phenotypic data resources","Participants in the project make their full sequence and phenotypic profile data publicly available. The four CAGI challenges were based on prerelease samples from this resource.","","https://genomeinterpretation.org/cagi3-pgp.html","completed","\N","","\N","2013-04-25","2023-09-28 18:19:48","2023-09-27 21:05:23"
"245","cagi4-pgp","CAGI4: PGP","CAGI challenges utilizing public genomic and phenotypic data resources","Participants in the project make their full sequence and phenotypic profile data publicly available. The four CAGI challenges were based on prerelease samples from this resource.","","https://genomeinterpretation.org/cagi4-pgp.html","completed","\N","","\N","2016-04-04","2023-09-28 18:19:48","2023-11-01 22:26:17"
"246","cagi4-pyruvate-kinase","CAGI4: Pyruvate kinase","Predicting mutation impacts on pyruvate kinase activity and regulation","Pyruvate kinase catalyzes the last step in glycolysis and is regulated by allosteric effectors. Variants in the gene encoding the isozymes expressed in red blood cells and liver, including missense variants mapping near the effector binding sites, cause PK deficiency. A large set of single amino acid mutations in the liver enzyme has been assayed in E. coli extracts for the effect on allosteric regulation of enzyme activity. The challenge is to predict the impacts of mutations on enzyme activity and allosteric regulation.","","https://genomeinterpretation.org/cagi4-pyruvate-kinase.html","completed","\N","","\N","2015-01-11","2023-09-28 18:19:48","2023-11-01 22:26:25"
"247","cagi2-rad50","CAGI2: RAD50","Assessing RAD50 variants for breast cancer risk","RAD50 is a candidate intermediate-risk breast cancer susceptibility gene. The RAD50 data provided for CAGI challenge include a list of potentially interesting sequence variants observed from sequencing RAD50 gene in about 1,400 breast cancer cases and 1,200 ethnically matched controls. Variants in the list were observed between 1 and 20 times.","","https://genomeinterpretation.org/cagi2-rad50.html","completed","\N","","\N","2011-10-06","2023-09-28 18:19:48","2023-11-15 22:47:40"
"248","cagi2-risksnps","CAGI2: riskSNPs","Exploring molecular mechanisms linking SNPs to disease risk","The goal of this experiment is to explore current understanding of the molecular level mechanisms underlying associations between SNPs and disease risk, incorporating expertise in each of the known mechanism areas, and as far as possible assigning possible mechanisms for each association locus. The correct mechanisms are unknown, so there can be no ranking of accuracy-that is not the point of the experiment. Rather, the goal is to ascertain which mechanisms appear most relevant, how confidently they can be assigned, and what fraction of loci can currently be assigned plausible mechanisms.","","https://genomeinterpretation.org/cagi2-risksnps.html","completed","\N","","\N","2011-10-06","2023-09-28 18:19:48","2023-10-19 23:33:11"
"249","cagi3-risksnps","CAGI3: riskSNPs","Exploring molecular mechanisms linking SNPs to disease risk","The goal of this experiment is to explore current understanding of the molecular level mechanisms underlying associations between SNPs and disease risk, incorporating expertise in each of the known mechanism areas, and as far as possible assigning possible mechanisms for each association locus. The correct mechanisms are unknown, so there can be no ranking of accuracy-that is not the point of the experiment. Rather, the goal is to ascertain which mechanisms appear most relevant, how confidently they can be assigned, and what fraction of loci can currently be assigned plausible mechanisms.","","https://genomeinterpretation.org/cagi3-risksnps.html","completed","\N","","\N","2013-04-25","2023-09-28 18:19:48","2023-10-19 23:33:13"
"250","cagi2-nav1-5","CAGI2: SCN5A","Predict the effect of SCN5A mutants in cardiac electrophysiology","The cardiac action potential (AP) is the sum of a number of distinct ionic currents. It can be divided into five phases (phase 0‐4). From pacemaker cells of the SA node the initial depolarizing wave front will spread throughout the cardiomyocytes via gap junctions. If the depolarization is sufficient voltage‐dependent sodium channels (Nav1.5) are activated and allow Na+ influx. This results in a further depolarization of the membrane which will lead to opening of even more Nav channels. This positive feedback mechanism is seen as the rapid upstroke in the initial phase (phase 0) of the action potential. Nav1.5 is encoded by SCN5A and mutations in this gene have been associated with various diseases such as Atrial fibrillation, Long QT syndrome, Cardiac Conduction Defect, Sick Sinus Disease, and Brugada Syndrome (BrS).","","https://genomeinterpretation.org/cagi2-nav1.5.html","completed","\N","","\N","2011-10-06","2023-09-28 18:19:48","2023-11-14 19:36:54"
"251","cagi2-mr-1","CAGI2: Shewanella oneidensis strain MR-1","How MR-1 affect the fitness of that gene in a given condition","Predictors are asked to submit predictions on how insertions in the given gene of MR-1 affect the fitness of that gene in a given condition (stressor).","","https://genomeinterpretation.org/cagi2-mr-1.html","completed","\N","","\N","2011-10-06","2023-09-28 18:19:55","2023-11-14 19:37:40"
"252","cagi3-mr-1","CAGI3: Shewanella oneidensis strain MR-1","How MR-1 affect the fitness of that gene in a given condition","Predictors are asked to submit predictions on how insertions in the given gene of MR-1 affect the fitness of that gene in a given condition (stressor).","","https://genomeinterpretation.org/cagi3-mr-1.html","completed","\N","","\N","2013-04-25","2023-09-28 18:20:01","2023-11-14 19:37:47"
"253","cagi4-sickkids","CAGI4: SickKids","Match genome sequence to clinical descriptions","Realizing the promise of precision medicine will require developing methods for interpreting genome sequence data to infer individuals’ phenotypic traits and predispositions to disease. This challenge involves 25 children with suspected genetic disorders who were referred for clinical genome sequencing. Predictors are given their genome sequences and their clinical phenotypic descriptions, as provided to the diagnostic laboratory, and asked to predict which genome corresponds to which clinical description. Additionally, identify the diagnostic variants underlying the predictions. Optionally, identify predictive secondary variants conferring high risk of other diseases whose phenotypes are not reported in the clinical descriptions.","","https://genomeinterpretation.org/cagi4-sickkids.html","completed","\N","","\N","2016-04-04","2023-09-28 18:19:48","2023-11-14 19:38:30"
"254","cagi4-sumo-ligase","CAGI4: SUMO ligase","Predict effect of the variants on SUMO ligase","SUMO ligase identifies target proteins and covalently attaches SUMO to them, thereby modulating the functions of hundreds of proteins including proteins implicated in cancer, neurodegeneration, and other diseases. A large library of missense mutations in human SUMO ligase has been assessed for competitive growth in a high-throughput yeast-based complementation assay. The challenge is to predict the effect of mutations on function, as measured by the change in fractional representation of each mutant SUMO ligase clone, relative to wild-type clones, in a competitive yeast growth assay.","","https://genomeinterpretation.org/cagi4-sumo-ligase.html","completed","\N","","\N","2016-04-04","2023-09-28 18:19:48","2023-11-14 19:38:48"
"255","cagi3-splicing","CAGI3: TP53 splicing","Which TP53 mutations potentially contribute to cancer","The function of exonic splicing regulatory elements can be undermined by DNA sequence variation and in some cases can contribute to pathogenesis. Thousands of disease-causing mutations disrupt exonic splicing regulatory elements. These data suggest that >25 percent of missense mutations may impact pre-mRNA splicing rather than mRNA translation. Using minigene constructs derived from a fragment of the TP53 gene, we have experimentally determined if each mutation influences splicing fidelity in HEK293T cells. We hope that CAGI participants will be able to predict the outcome of our experiments. A long-term goal will be the computational prioritization of disease-causing mutations prior to experimental validation. This contribution is expected to have major impacts in understanding the pathogenic basis of disease-causing mutations.","","https://genomeinterpretation.org/cagi3-splicing.html","completed","\N","","\N","2013-04-25","2023-09-28 18:19:48","2023-11-14 19:39:00"
"256","cagi4-warfarin","CAGI4: Warfarin exomes","Predict the therapeutic doses of warfarin","With over 33 million prescriptions in 2011, warfarin is the most commonly used anticoagulant for preventing thromboembolic events. Warfarin has a twenty-fold inter-individual dose variability and a narrow therapeutic index, and it is responsible for a third of adverse drug event hospitalizations in older Americans [2]. Alternatives to warfarin, such as direct thrombin inhibitors and factor Xa inhibitors, are now available. However, these are more expensive, irreversible, and may cause a higher rate of acute coronary events compared to warfarin [3,4]. Thus, warfarin remains a mainstay of anticoagulant therapy, and better methods of dosing warfarin will lead to fewer adverse events due to overcoagulation.","","https://genomeinterpretation.org/cagi4-warfarin.html","completed","\N","","\N","2016-04-04","2023-09-28 18:19:48","2023-11-14 19:39:08"
"257","cagi6-calmodulin","CAGI6: Calmodulin","Predict competitive growth score of different Calmodulin variants","Calmodulin (CaM) is a ubiquitous calcium (Ca2+) sensor protein interacting with more than 200 molecular partners, thereby regulating a variety of biological processes. Missense point mutations in the genes encoding CaM have been associated with ventricular tachycardia and sudden cardiac death. A library encompassing up to 17 point mutations was assessed by far-UV circular dichroism (CD) by measuring melting temperature (Tm) and percentage of unfolding (%unfold) upon thermal denaturation at pH and salt concentration that mimic the physiological conditions. The challenge is to predict- the Tm and %unfold values for isolated CaM variants under Ca2+-saturating conditions (Ca2+-CaM) and in the Ca2+-free (apo) state;  whether the point mutation stabilizes or destabilizes the protein (based on Tm and %unfold).","","https://genomeinterpretation.org/cagi6-cam.html","completed","1","","\N","2021-12-31","2023-09-28 18:19:48","2023-11-15 22:47:52"
"258","cagi2-splicing","CAGI2: splicing","Compare exons to understand the mechanisms underlying pre-mRNA splicing errors","Accurate precursor mRNA (pre-mRNA) splicing is required for the expression of protein coding genes from the human genome. In this process, intervening sequences (introns) are removed from pre-mRNA and coding/regulatory sequences (exons) are ligated together generating a mature mRNA. A large ribonucleoprotein machine called the spliceosome assembles de novo upon every nascent intron and catalyzes the chemical steps of splicing.","","https://genomeinterpretation.org/cagi2-splicing.html","completed","\N","","\N","2011-10-06","2023-09-28 18:19:48","2023-10-18 15:32:55"
"259","cagi6-lc-arsa","CAGI6: ARSA","Predict the effect of naturally occurring missense mutations","Metachromatic Leukodystrophy (MLD) is an autosomal recessive, lysosomal-storage disease caused by mutations in Arylsulfatase A (ARSA) and toxic accumulation of sulfatide substrate. Genome sequencing has revealed hundreds of protein-altering, ARSA missense variants, but the functional effect of most variants remains unknown. ARSA enzyme activity using a high-throughput cellular assay was measured for a large set of variants of known significance and variants of unknown significance. The challenge is to predict the fractional enzyme activity of each mutant protein compared to the wildtype protein.","","https://genomeinterpretation.org/cagi6-lc-arsa.html","completed","1","","\N","2022-11-16","2023-09-28 18:20:23","2023-11-14 19:39:42"
"260","predict-hits-for-the-wdr-domain-of-lrrk2","CACHE1: Predict Hits for The WDR Domain of LRRK2","Finding ligands targeting the central cavity of the WDR domain of LRRK2","The first CACHE Challenge target is LRRK2, the most commonly mutated gene in familial Parkinson's Disease.  Participants are asked to find hits for the WD40 repeat (WDR) domain of LRRK2. Read more under Details below.","","https://cache-challenge.org/challenges/predict-hits-for-the-wdr-domain-of-lrrk2","completed","17","","2021-12-01","2022-01-31","2023-09-27 19:01:55","2023-11-14 19:39:53"
"261","finding-ligands-targeting-the-conserved-rna-binding-site-of-sars-cov-2-nsp13","CACHE2: Finding Ligands Targeting The Conserved RNA Binding Site of SARS-CoV-2 NSP13","Target the NSP13 helicase of SARS-CoV-2","Predicted compounds will be procured and tested at CACHE using both enzymatic and binding assays","","https://cache-challenge.org/challenges/finding-ligands-targeting-the-conserved-rna-binding-site-of-sars-cov-2-nsp13","completed","17","","2022-06-22","2022-09-04","2023-09-27 19:02:43","2023-11-14 19:41:01"
"262","finding-ligands-targeting-the-macrodomain-of-sars-cov-2-nsp3","CACHE3: Finding ligands targeting the macrodomain of SARS-CoV-2 Nsp3","Study the macrodomain of SARS-CoV-2 Nsp3 for potential therapeutic applications","To predict ligands that bind to the ADPr site of SARS-CoV-2 Nsp3 macrodomain (Mac1).","","https://cache-challenge.org/challenges/finding-ligands-targeting-the-macrodomain-of-sars-cov-2-nsp3","completed","17","","2022-11-02","2023-01-01","2023-09-27 19:03:13","2023-10-16 19:01:19"
"263","finding-ligands-targeting-the-tkb-domain-of-cblb","CACHE4: Finding ligands targeting the TKB domain of CBLB","Investigate the TKB domain of CBLB to discover novel compounds for treatment","Predict compounds that bind to the closed conformation of the CBLB TKB domain with novel chemical templates and KD below 30 micromolar.","","https://cache-challenge.org/challenges/finding-ligands-targeting-the-tkb-domain-of-cblb","completed","17","","2023-03-09","2023-05-09","2023-09-27 19:03:14","2023-10-16 19:01:22"
"264","rare-disease-ai-hackathon","Rare Disease AI Hackathon","Advance rare disease diagnosis using artificial intelligence (AI) models","Bring AI and medical experts together to build open source models for rare diseases. Create zero-barrier access to rare disease expertise for patients, researchers and physicians. Use AI to Uncover novel links between rare diseases. Establish validation methods for medical AI models. Jumpstart an open source community for rare disease AI models. Launch models for Beta testing on Hypophosphatasia.ai and EhlersDanlos.ai.","","https://www.rarediseaseaihackathon.org/","active","\N","","2023-09-30","2024-01-15","2023-09-27 19:10:40","2023-11-11 07:01:13"
"265","cometh-benchmark","COMETH Benchmark","Quantify tumor heterogeneity","Successful treatment of cancer is still a challenge and this is partly due to a wide heterogeneity of cancer composition across patient population. Unfortunately, accounting for such heterogeneity is very difficult. Clinical evaluation of tumor heterogeneity often requires the expertise of anatomical pathologists and radiologists.This benchmark is dedicated to the quantification of intra-tumor heterogeneity using appropriate statistical methods on cancer omics data.In particular, it focuses on estimating cell types and proportion in biological samples based on methylation and methylome data sets. The goal is to explore various statistical methods for source separation/deconvolution analysis (Non-negative Matrix Factorization, Surrogate Variable Analysis, Principal component Analysis, Latent Factor Models, ...) using both RNA-seq and methylome data.","","https://www.codabench.org/competitions/218/","completed","10","","2020-06-14","2020-12-29","2023-09-28 23:25:52","2023-11-14 19:41:05"
"266","the-miccai-2014-machine-learning-challenge","The MICCAI 2014 Machine Learning Challenge","Predict binary and continuous phenotypes from Structural Brain MRI","Machine learning tools are increasingly applied to brain MRI scans for predicting individual-level clinical phenotypes. Despite methodological advancements, benchmark studies with standardized datasets are scarce, hindering tool validation and comparison. The MICCAI 2014 Machine Learning Challenge (MLC) addresses this gap, utilizing four large-scale (N > 70) brain MRI datasets with clinically relevant phenotypes. The aim is to showcase the current state of neuroimage-based prediction, drawing machine-learning practitioners to MICCAI and medical image computing. MICCAI 2014 MLC complements the main conference, the Machine Learning in Medical Imaging Workshop, and the CADDementia challenge focused on Alzheimer's diagnosis from brain MR scans.","","https://competitions.codalab.org/competitions/1471","completed","9","","2014-04-16","2014-06-14","2023-09-28 23:36:12","2023-11-14 19:41:17"
"267","cagi6-annotate-all-missense","CAGI6: Annotate All Missense","Predict the functional effect of every coding SNV in the human genome","dbNSFP currently describes 81,782,923 possible protein-altering variants in the human genome. The challenge is to predict the functional effect of every such variant. For the vast majority of these missense and nonsense variants, the functional impact is not currently known, but experimental and clinical evidence is accruing rapidly. Rather than drawing upon a single discrete dataset as typical with CAGI, predictions will be assessed by comparing with experimental or clinical annotations made available after the prediction submission date, on an ongoing basis. If predictors assent, predictions will also be incorporated into dbNSFP.","","https://genomeinterpretation.org/cagi6-annotate-all-missense.html","completed","1","","2021-06-01","2021-10-11","2023-06-23 00:00:00","2023-11-15 22:48:16"
